166.667 4.8938e-4
166.945 3.8007e-4
167.224 2.7077e-4
167.476 1.5634e-4
167.757 2.4249e-5
169.434 1.0249e-4
169.722 2.6462e-4
169.981 4.3033e-4
170.271 5.9590e-4
170.561 6.0557e-4
170.853 6.0088e-4
171.145 6.1245e-4
171.409 6.5524e-4
171.703 6.9802e-4
171.999 8.5143e-4
172.295 1.0390e-3
172.563 1.1566e-3
172.861 9.7348e-4
173.16 7.9018e-4
173.461 5.8872e-4
173.762 3.7568e-4
174.034 1.7026e-4
174.338 1.6147e-4
174.642 1.5282e-4
174.948 1.8784e-4
175.254 2.7385e-4
175.531 3.5985e-4
175.84 3.0212e-4
176.149 2.2593e-4
176.46 1.5824e-4
176.741 1.0908e-4
177.054 6.0000e-5
177.368 2.9524e-4
177.683 6.3297e-4
177.999 9.2982e-4
178.285 1.0127e-3
178.603 1.0955e-3
178.923 8.5040e-4
179.244 3.7158e-4
180.505 1.7656e-4
180.832 8.2462e-4
181.127 1.4725e-3
181.455 1.6396e-3
181.785 1.7275e-3
182.116 1.6762e-3
182.448 1.2686e-3
182.749 8.6154e-4
183.083 8.3385e-4
183.419 9.6425e-4
183.756 1.1111e-3
184.094 1.3666e-3
184.4 1.6220e-3
184.74 1.9018e-3
185.082 2.1993e-3
185.426 2.4982e-3
185.736 2.9333e-3
186.081 3.3714e-3
186.428 3.5780e-3
186.776 3.4418e-3
187.126 3.3055e-3
187.441 3.1179e-3
187.793 2.9172e-3
188.147 2.8293e-3
188.501 3.0725e-3
188.857 3.3143e-3
189.179 3.5311e-3
189.538 3.7333e-3
189.897 3.9077e-3
190.259 3.8242e-3
190.585 3.7407e-3
190.949 3.5824e-3
191.314 3.3553e-3
191.681 3.1282e-3
192.049 3.4447e-3
192.382 3.7919e-3
192.753 4.2110e-3
193.125 4.7531e-3
193.498 5.2938e-3
193.836 5.6278e-3
194.212 5.9092e-3
194.59 6.2374e-3
194.97 6.7355e-3
195.351 7.2322e-3
195.695 8.0234e-3
196.078 8.9729e-3
196.464 9.8960e-3
196.85 1.0459e-2
197.239 1.1023e-2
197.589 1.1745e-2
197.981 1.2630e-2
198.373 1.3514e-2
198.768 1.4974e-2
199.124 1.6498e-2
199.521 1.8154e-2
199.92 2.0073e-2
200.321 2.2007e-2
200.723 2.4762e-2
201.086 2.7766e-2
201.491 3.1048e-2
201.898 3.5458e-2
202.306 3.9883e-2
202.716 4.4923e-2
203.087 5.0344e-2
203.5 5.5897e-2
203.915 6.4527e-2
204.332 7.3158e-2
204.708 8.3048e-2
205.128 9.4344e-2
205.55 1.0566e-1
205.973 1.2149e-1
206.398 1.3786e-1
206.782 1.5707e-1
207.211 1.8212e-1
207.641 2.0718e-1
208.073 2.3399e-1
208.507 2.6154e-1
208.899 2.8850e-1
209.336 3.1311e-1
209.776 3.3788e-1
210.217 3.6601e-1
210.615 3.9648e-1
211.06 4.2711e-1
211.506 4.6535e-1
211.954 5.0359e-1
212.404 5.3714e-1
212.811 5.6469e-1
213.265 5.9209e-1
213.721 6.0073e-1
214.179 6.0630e-1
214.638 6.1245e-1
215.054 6.2022e-1
215.517 6.2784e-1
215.983 6.3648e-1
216.45 6.4557e-1
216.873 6.5421e-1
217.344 6.6022e-1
217.817 6.6623e-1
218.293 6.6930e-1
218.771 6.7018e-1
219.202 6.7092e-1
219.684 6.8190e-1
220.167 6.9289e-1
220.653 6.9905e-1
221.092 6.9788e-1
221.582 6.9670e-1
222.074 6.9187e-1
222.568 6.8630e-1
223.065 6.8176e-1
223.514 6.8088e-1
224.014 6.7985e-1
224.517 6.9553e-1
225.023 7.1912e-1
225.53 7.4139e-1
225.989 7.5355e-1
226.501 7.6586e-1
227.015 7.6659e-1
227.531 7.5736e-1
227.998 7.4813e-1
228.519 7.4520e-1
229.043 7.4271e-1
229.568 7.4989e-1
230.097 7.7319e-1
230.574 7.9648e-1
231.107 8.1216e-1
231.642 8.2593e-1
232.18 8.3751e-1
232.72 8.4117e-1
233.209 8.4484e-1
233.754 8.4601e-1
234.302 8.4586e-1
234.852 8.4630e-1
235.349 8.5333e-1
235.905 8.6051e-1
236.463 8.6022e-1
237.023 8.5245e-1
237.586 8.4484e-1
238.095 8.4454e-1
238.663 8.4498e-1
239.234 8.5084e-1
239.808 8.6725e-1
240.385 8.8352e-1
240.906 8.9788e-1
241.488 9.1165e-1
242.072 9.1927e-1
242.66 9.0183e-1
243.191 8.8440e-1
243.784 8.6901e-1
244.379 8.5495e-1
244.978 8.4205e-1
245.58 8.5201e-1
246.124 8.6198e-1
246.731 8.7619e-1
247.341 8.9509e-1
247.954 9.1399e-1
248.571 9.1004e-1
249.128 9.0344e-1
249.75 8.9495e-1
250.376 8.8234e-1
251.004 8.6974e-1
251.572 8.7179e-1
252.207 8.7897e-1
252.845 8.8601e-1
253.485 8.9348e-1
254.13 9.0095e-1
254.712 9.0491e-1
255.363 9.0667e-1
256.016 9.0857e-1
256.674 9.1868e-1
257.334 9.2879e-1
257.931 9.3905e-1
258.598 9.4945e-1
259.269 9.5985e-1
259.943 9.5136e-1
260.552 9.3993e-1
261.233 9.2703e-1
261.917 9.1033e-1
262.605 8.9363e-1
263.296 8.9963e-1
263.922 9.1458e-1
264.62 9.3158e-1
265.322 9.6615e-1
266.028 9.9253e-1
266.667 1.0000e+0
267.38 9.8886e-1
268.097 9.6498e-1
268.817 9.3040e-1
269.542 9.0388e-1
270.197 8.9465e-1
270.929 8.8469e-1
271.665 9.0095e-1
272.405 9.1678e-1
273.149 9.2205e-1
273.823 9.3187e-1
274.574 9.3070e-1
275.33 9.1883e-1
276.091 8.9832e-1
276.778 8.8337e-1
277.546 8.7678e-1
278.319 8.7531e-1
279.096 8.5773e-1
279.877 8.4425e-1
280.584 8.2696e-1
281.373 7.9941e-1
282.167 7.6440e-1
282.965 7.4110e-1
283.768 6.8864e-1
284.495 6.8073e-1
285.307 7.2601e-1
286.123 6.6256e-1
286.944 6.6857e-1
287.687 6.3575e-1
288.517 5.8637e-1
289.352 5.1985e-1
290.192 4.5582e-1
291.036 3.8330e-1
291.8 3.2205e-1
292.654 2.6784e-1
293.513 2.1744e-1
294.377 1.2478e-1
295.247 5.6322e-2
296.033 3.0901e-2
296.912 1.8549e-2
297.796 1.1514e-2
298.686 7.4286e-3
299.491 6.0440e-3
300.391 5.0696e-3
301.296 4.5890e-3
302.206 4.3473e-3
303.122 4.1538e-3
303.951 3.9458e-3
304.878 3.7407e-3
305.81 3.4403e-3
306.748 3.1106e-3
307.692 2.7985e-3
308.547 2.4381e-3
309.502 2.1729e-3
310.463 1.9311e-3
311.429 1.7114e-3
312.305 1.5048e-3
313.283 1.3002e-3
314.268 1.0923e-3
315.259 9.1297e-4
316.256 7.5897e-4
317.158 6.2593e-4
318.167 5.2527e-4
319.183 4.5890e-4
320.205 4.0396e-4
321.13 3.7040e-4
322.165 3.4300e-4
323.206 3.2059e-4
324.254 2.9289e-4
325.309 2.6593e-4
326.264 2.3722e-4
327.332 2.1436e-4
328.407 1.9150e-4
329.489 1.7070e-4
330.579 1.5751e-4
331.565 1.4548e-4
332.668 1.3541e-4
333.778 1.2778e-4
334.896 1.2015e-4
335.909 1.1149e-4
337.041 1.0262e-4
