199.521 2.2590e-5
199.92 1.5957e-5
204.708 1.0945e-5
225.53 1.3204e-5
225.989 1.1843e-5
226.501 1.0698e-5
227.015 1.4258e-5
237.023 1.1827e-5
237.586 1.4692e-5
238.095 1.1331e-5
238.663 1.3424e-5
239.234 1.1947e-5
239.808 1.6653e-5
240.385 1.3609e-5
240.906 1.9582e-5
241.488 1.8126e-5
242.072 1.6511e-5
242.66 1.2826e-5
243.191 1.2010e-5
243.784 1.4572e-5
244.379 1.3283e-5
244.978 1.9930e-5
245.58 1.5569e-5
246.124 1.3383e-5
246.731 1.2118e-5
247.341 2.2242e-5
247.954 2.2843e-5
248.571 1.6416e-5
249.128 1.9930e-5
249.75 2.2637e-5
250.376 1.9661e-5
251.004 1.6084e-5
251.572 1.8886e-5
252.207 2.3650e-5
252.845 1.9250e-5
253.485 3.3592e-5
254.13 4.4404e-5
254.712 4.8678e-5
255.363 5.9617e-5
256.016 6.2846e-5
256.674 6.5696e-5
257.334 8.9362e-5
257.931 1.0915e-4
258.598 1.1602e-4
259.269 1.2134e-4
259.943 1.4413e-4
260.552 1.5894e-4
261.233 1.9218e-4
261.917 2.3128e-4
262.605 2.7260e-4
263.296 3.2500e-4
263.922 4.0209e-4
264.62 4.8092e-4
265.322 6.0551e-4
266.028 7.4260e-4
266.667 9.0977e-4
267.38 1.1265e-3
268.097 1.4203e-3
268.817 1.7508e-3
269.542 2.1703e-3
270.197 2.6627e-3
270.929 3.1107e-3
271.665 3.5808e-3
272.405 4.1175e-3
273.149 4.6858e-3
273.823 5.3411e-3
274.574 6.2023e-3
275.33 7.1015e-3
276.091 8.0149e-3
276.778 9.1183e-3
277.546 1.0388e-2
278.319 1.1572e-2
279.096 1.2775e-2
279.877 1.4130e-2
280.584 1.5805e-2
281.373 1.7113e-2
282.167 1.9107e-2
282.965 2.1577e-2
283.768 2.3603e-2
284.495 2.8178e-2
285.307 3.6568e-2
286.123 4.0541e-2
286.944 5.2113e-2
287.687 6.2783e-2
288.517 7.7014e-2
289.352 9.1832e-2
290.192 1.0910e-1
291.036 1.2661e-1
291.8 1.4884e-1
292.654 1.8173e-1
293.513 2.2780e-1
294.377 2.8558e-1
295.247 3.5428e-1
296.033 4.2710e-1
296.912 4.9850e-1
297.796 5.4868e-1
298.686 5.8240e-1
299.491 6.1042e-1
300.391 6.3796e-1
301.296 6.5822e-1
302.206 6.7136e-1
303.122 6.9289e-1
303.951 6.9701e-1
304.878 6.9099e-1
305.81 6.8688e-1
306.748 6.8783e-1
307.692 6.9653e-1
308.547 6.8656e-1
309.502 7.1189e-1
310.463 7.3389e-1
311.429 7.4608e-1
312.305 7.4941e-1
313.283 7.6207e-1
314.268 7.7268e-1
315.259 7.6112e-1
316.256 7.5447e-1
317.158 7.4687e-1
318.167 7.2772e-1
319.183 7.2392e-1
320.205 7.3199e-1
321.13 7.7157e-1
322.165 8.1399e-1
323.206 8.6338e-1
324.254 8.7795e-1
325.309 8.9077e-1
326.264 8.6069e-1
327.332 8.5151e-1
328.407 8.2650e-1
329.489 8.1479e-1
330.579 8.2492e-1
331.565 8.4502e-1
332.668 8.5357e-1
333.778 8.7890e-1
334.896 8.8887e-1
335.909 8.9315e-1
337.041 8.9346e-1
338.181 8.9077e-1
339.328 8.7842e-1
340.483 8.7700e-1
341.53 8.7826e-1
342.7 8.8428e-1
343.879 9.0913e-1
345.066 9.1547e-1
346.26 8.9884e-1
347.343 8.6987e-1
348.553 8.6592e-1
349.773 8.4565e-1
351 8.5104e-1
352.113 8.8729e-1
353.357 9.3605e-1
354.61 9.8464e-1
355.872 9.9098e-1
357.143 1.0000e+0
358.295 9.8211e-1
359.583 9.3209e-1
360.881 9.0723e-1
362.188 8.9789e-1
363.504 8.9647e-1
364.697 9.1436e-1
366.032 9.2132e-1
367.377 9.5124e-1
368.732 9.5662e-1
369.959 9.6834e-1
371.333 9.8053e-1
372.717 9.9573e-1
374.111 9.8259e-1
375.516 9.6644e-1
376.79 9.5710e-1
378.215 9.5298e-1
379.651 9.4998e-1
381.098 9.4602e-1
382.555 9.4618e-1
383.877 9.6517e-1
385.356 9.4428e-1
386.847 9.2180e-1
388.35 8.9758e-1
389.712 8.8776e-1
391.236 8.7478e-1
392.773 8.7716e-1
394.322 8.5056e-1
395.883 8.2175e-1
397.298 7.5511e-1
398.883 7.0112e-1
400.481 6.1263e-1
402.091 5.4029e-1
403.714 4.6019e-1
405.186 4.0652e-1
406.835 3.3845e-1
408.497 2.9429e-1
410.172 2.5708e-1
411.692 2.2147e-1
413.394 1.8284e-1
415.11 1.5139e-1
416.84 7.3896e-2
418.585 3.4558e-2
420.168 2.0310e-2
421.941 1.3350e-2
423.729 9.4349e-3
425.532 6.7184e-3
427.168 5.0958e-3
429 4.0241e-3
430.849 3.1455e-3
432.713 2.4379e-3
434.594 1.9693e-3
436.3 1.5925e-3
438.212 1.3209e-3
440.141 1.1581e-3
442.087 1.0431e-3
444.05 9.1547e-4
445.831 7.9262e-4
447.828 6.8925e-4
449.843 5.7939e-4
451.875 5.0451e-4
453.721 4.4831e-4
455.789 4.1966e-4
457.875 4.0541e-4
459.982 3.9782e-4
462.107 3.8040e-4
464.037 3.5713e-4
466.2 3.3972e-4
468.384 3.1154e-4
470.588 2.8305e-4
472.813 2.4790e-4
